pid,name,arrival,first_start,completion,execution_time,waiting,turnaround,response,stretch,scheduler,subqueue
147,kworker/R-md,0,1126,1126,1,1126,1126,1126,1126.0,CFS,cfs_1
148,kworker/R-md_bi,0,1125,1125,1,1125,1125,1125,1125.0,CFS,cfs_1
149,kworker/R-edac-,0,1098,1098,1,1098,1098,1098,1098.0,CFS,cfs_1
150,kworker/R-devfr,0,1126,1126,1,1126,1126,1126,1126.0,CFS,cfs_1
2392,gjs,0,13621,13660,156,13621,13660,13621,87.56410256410257,CFS,cfs_1
134,kworker/u265:1-events_unbound,0,619215,619480,1063,619215,619480,619215,582.7657572906867,CFS,cfs_1
156,kworker/u258:1-events_unbound,0,620352,620478,503,620352,620478,620352,1233.5546719681909,CFS,cfs_1
158,kswapd0,0,317,323,7,317,323,317,46.142857142857146,FIFO,fifo_1
159,ecryptfs-kthread,0,318,323,6,318,323,318,53.833333333333336,FIFO,fifo_1
46,idle_inject/5,0,324,324,1,324,324,324,324.0,FIFO,fifo_1
161,irq/24-pciehp,0,324,324,1,324,324,324,324.0,FIFO,fifo_1
162,irq/25-pciehp,0,325,325,1,325,325,325,325.0,FIFO,fifo_1
163,irq/26-pciehp,0,325,325,1,325,325,325,325.0,FIFO,fifo_1
164,irq/27-pciehp,0,326,326,1,326,326,326,326.0,FIFO,fifo_1
165,irq/28-pciehp,0,326,333,8,326,333,326,41.625,FIFO,fifo_1
167,irq/29-pciehp,0,327,334,8,327,334,327,41.75,FIFO,fifo_1
168,irq/30-pciehp,0,334,337,4,334,337,334,84.25,FIFO,fifo_1
169,irq/31-pciehp,0,335,338,4,335,338,335,84.5,FIFO,fifo_1
170,irq/32-pciehp,0,338,338,1,338,338,338,338.0,FIFO,fifo_1
135,kworker/R-write,0,600302,600302,1,600302,600302,600302,600302.0,CFS,cfs_1
39,cpuhp/4,0,24466,24466,1,24466,24466,24466,24466.0,CFS,cfs_1
81,cpuhp/11,0,24533,24533,2,24533,24533,24533,12266.5,CFS,cfs_1
17,rcu_preempt,0,620748,621001,1013,620748,621001,620748,613.0315893385982,CFS,cfs_1
579,kworker/u268:2-flush-8:0,0,616683,616711,112,616683,616711,616683,5506.348214285715,CFS,cfs_1
2,kthreadd,0,619514,619530,64,619514,619530,619514,9680.15625,CFS,cfs_1
22,idle_inject/1,0,339,339,1,339,339,339,339.0,FIFO,fifo_1
378,scsi_eh_10,0,339,339,1,339,339,339,339.0,FIFO,fifo_1
379,kworker/R-scsi_,0,22989,22989,1,22989,22989,22989,22989.0,CFS,cfs_1
6,kworker/R-slub_,0,1127,1127,1,1127,1127,1127,1127.0,CFS,cfs_1
7,kworker/R-netns,0,1158,1158,1,1158,1158,1158,1158.0,CFS,cfs_1
11,kworker/u256:0-ext4-rsv-conversion,0,616570,616683,455,616570,616683,616570,1355.3472527472527,CFS,cfs_1
12,kworker/R-mm_pe,0,613342,613343,2,613342,613343,613342,306671.5,CFS,cfs_1
13,rcu_tasks_kthread,0,340,340,1,340,340,340,340.0,FIFO,fifo_1
14,rcu_tasks_rude_kthread,0,340,340,1,340,340,340,340.0,FIFO,fifo_1
15,rcu_tasks_trace_kthread,0,12284,12284,4,12284,12284,12284,3071.0,CFS,cfs_1
16,ksoftirqd/0,0,618404,618408,18,618404,618408,618404,34356.0,CFS,cfs_1
18,migration/0,0,341,347,7,341,347,341,49.57142857142857,FIFO,fifo_1
36,ksoftirqd/3,0,620524,620527,12,620524,620527,620524,51710.583333333336,CFS,cfs_1
19,idle_inject/0,0,341,341,1,341,341,341,341.0,FIFO,fifo_1
20,cpuhp/0,0,29494,29494,1,29494,29494,29494,29494.0,CFS,cfs_1
21,cpuhp/1,0,29488,29488,1,29488,29488,29488,29488.0,CFS,cfs_1
372,scsi_eh_7,0,15210,15210,1,15210,15210,15210,15210.0,CFS,cfs_1
23,migration/1,0,342,644,303,342,644,342,2.1254125412541254,FIFO,fifo_1
24,ksoftirqd/1,0,620746,620748,9,620746,620748,620746,68972.0,CFS,cfs_1
27,cpuhp/2,0,24464,24464,2,24464,24464,24464,12232.0,CFS,cfs_1
28,idle_inject/2,0,348,348,1,348,348,348,348.0,FIFO,fifo_1
29,migration/2,0,349,651,303,349,651,349,2.1485148514851486,FIFO,fifo_1
30,ksoftirqd/2,0,619157,619158,7,619157,619158,619157,88451.14285714286,CFS,cfs_1
33,cpuhp/3,0,24410,24410,3,24410,24410,24410,8136.666666666667,CFS,cfs_1
34,idle_inject/3,0,612,612,1,612,612,612,612.0,FIFO,fifo_1
35,migration/3,0,613,917,305,613,917,613,3.0065573770491802,FIFO,fifo_1
78,ksoftirqd/10,0,614872,614874,11,614872,614874,614872,55897.63636363636,CFS,cfs_1
84,ksoftirqd/11,0,616557,616569,49,616557,616569,616557,12583.040816326531,CFS,cfs_1
172,irq/34-pciehp,0,618,618,1,618,618,618,618.0,FIFO,fifo_1
59,migration/7,0,619,927,309,619,927,619,3.0,FIFO,fifo_1
42,ksoftirqd/4,0,620650,620653,11,620650,620653,620650,56423.0,CFS,cfs_1
45,cpuhp/5,0,24715,24715,1,24715,24715,24715,24715.0,CFS,cfs_1
2419,kworker/u289:3-ttm,0,29816,29816,1,29816,29816,29816,29816.0,CFS,cfs_1
233,kworker/u279:0-ttm,0,30816,30816,2,30816,30816,30816,15408.0,CFS,cfs_1
237,kworker/u283:0-ttm,0,84834,84834,1,84834,84834,84834,84834.0,CFS,cfs_1
2324,xdg-desktop-portal,0,2092,2144,210,2092,2144,2092,10.209523809523809,CFS,cfs_1
2129,gsd-keyboard,0,1891,1916,102,1891,1916,1891,18.784313725490197,CFS,cfs_1
2126,gsd-housekeeping,0,4874,4912,154,4874,4912,4874,31.896103896103895,CFS,cfs_1
2124,gsd-datetime,0,1687,1697,43,1687,1697,1687,39.46511627906977,CFS,cfs_1
2120,gsd-color,0,8994,9050,227,8994,9050,8994,39.86784140969163,CFS,cfs_1
2188,gsd-wacom,0,1516,1617,240,1516,1617,1516,6.7375,CFS,cfs_1
231,kworker/u277:0-ttm,0,85305,85305,2,85305,85305,85305,42652.5,CFS,cfs_1
1801,gnome-session-binary,0,6556,6560,16,6556,6560,6556,410.0,CFS,cfs_1
1508,packagekitd,0,1466,1507,134,1466,1507,1466,11.246268656716419,CFS,cfs_1
1500,upowerd,0,1453,1462,38,1453,1462,1453,38.473684210526315,CFS,cfs_1
1019,snapd,0,22496,22938,1769,22496,22938,22496,12.966647823629168,CFS,cfs_1
1460,kworker/u274:1-ttm,0,36179,36179,2,36179,36179,36179,18089.5,CFS,cfs_1
1020,switcheroo-control,0,5247,5256,37,5247,5256,5247,142.05405405405406,CFS,cfs_1
1780,gnome-keyring-daemon,0,1848,1890,172,1848,1890,1848,10.988372093023257,CFS,cfs_1
1766,snapd-desktop-integration,0,13230,13325,379,13230,13325,13230,35.15831134564644,CFS,cfs_1
228,kworker/u274:0-ttm,0,36179,36179,1,36179,36179,36179,36179.0,CFS,cfs_1
227,kworker/u273:0,0,8244,8244,1,8244,8244,8244,8244.0,CFS,cfs_1
331,kworker/14:1H-kblockd,0,619571,619591,79,619571,619591,619571,7842.9240506329115,CFS,cfs_1
258,kworker/R-charg,0,1891,1891,1,1891,1891,1891,1891.0,CFS,cfs_1
370,scsi_eh_6,0,22992,22992,2,22992,22992,22992,11496.0,CFS,cfs_1
335,kworker/11:1H-kblockd,0,614894,614896,8,614894,614896,614894,76862.0,CFS,cfs_1
356,kworker/u256:1-ext4-rsv-conversion,0,620524,620524,2,620524,620524,620524,310262.0,CFS,cfs_1
358,kworker/u267:1-flush-8:0,0,614853,614871,76,614853,614871,614853,8090.4078947368425,CFS,cfs_1
359,kworker/u272:1-events_unbound,0,611573,611768,781,611573,611768,611573,783.313700384123,CFS,cfs_1
360,kworker/u264:1-events_unbound,0,617198,617650,1809,617198,617650,617198,341.4317302377004,CFS,cfs_1
362,scsi_eh_2,0,29814,29816,7,29814,29816,29814,4259.428571428572,CFS,cfs_1
363,kworker/R-scsi_,0,22989,22989,1,22989,22989,22989,22989.0,CFS,cfs_1
364,scsi_eh_3,0,24714,24714,3,24714,24714,24714,8238.0,CFS,cfs_1
365,kworker/R-scsi_,0,22346,22346,1,22346,22346,22346,22346.0,CFS,cfs_1
366,scsi_eh_4,0,20532,20532,2,20532,20532,20532,10266.0,CFS,cfs_1
1202,kerneloops,0,1463,1465,12,1463,1465,1463,122.08333333333333,CFS,cfs_1
2394,kworker/u289:1-ttm,0,85049,85049,1,85049,85049,85049,85049.0,CFS,cfs_1
2119,ibus-daemon,0,6560,6727,628,6560,6727,6560,10.711783439490446,CFS,cfs_1
2114,sh,0,645,658,14,645,658,645,47.0,FIFO,fifo_1
1806,xdg-document-portal,0,1649,1680,126,1649,1680,1649,13.333333333333334,CFS,cfs_1
1978,evolution-source-registry,0,10082,10155,292,10082,10155,10082,34.77739726027397,CFS,cfs_1
1813,xdg-permission-store,0,1158,1164,18,1158,1164,1158,64.66666666666667,CFS,cfs_1
1826,fusermount3,0,652,659,8,652,659,652,82.375,FIFO,fifo_1
2094,at-spi2-registryd,0,29489,29494,23,29489,29494,29489,1282.3478260869565,CFS,cfs_1
1985,gvfs-udisks2-volume-monitor,0,1789,1847,234,1789,1847,1789,7.8931623931623935,CFS,cfs_1
1022,systemd-logind,0,1916,1956,158,1916,1956,1916,12.379746835443038,CFS,cfs_1
1922,dbus-daemon,0,23002,23008,25,23002,23008,23002,920.32,CFS,cfs_1
599,kworker/u260:2-events_power_efficient,0,615115,615230,461,615115,615230,615115,1334.5553145336225,CFS,cfs_1
2134,gsd-media-keys,0,1698,1747,200,1698,1747,1698,8.735,CFS,cfs_1
1783,dbus-daemon,0,22063,22346,1130,22063,22346,22063,19.77522123893805,CFS,cfs_1
1187,cups-browsed,0,1235,1267,127,1235,1267,1235,9.976377952755906,CFS,cfs_1
367,kworker/R-scsi_,0,22425,22425,1,22425,22425,22425,22425.0,CFS,cfs_1
1210,kerneloops,0,1515,1515,1,1515,1515,1515,1515.0,CFS,cfs_1
1318,rtkit-daemon,0,1680,1686,26,1680,1686,1680,64.84615384615384,CFS,cfs_1
2433,kworker/u288:15-ttm,0,598814,598814,3,598814,598814,598814,199604.66666666666,CFS,cfs_1
586,kworker/u265:2-events_unbound,0,30533,30539,25,30533,30539,30533,1221.56,CFS,cfs_1
1403,kworker/u259:3-events_unbound,0,617651,618071,1680,617651,618071,617651,367.89940476190475,CFS,cfs_1
2365,kworker/u266:3-flush-8:0,0,615243,615296,214,615243,615296,615243,2875.214953271028,CFS,cfs_1
1676,kworker/u267:3-flush-8:0,0,611768,613327,6237,611768,613327,611768,98.336860670194,CFS,cfs_1
1704,colord,0,10242,10264,90,10242,10264,10242,114.04444444444445,CFS,cfs_1
1745,kworker/2:4-events,0,613359,613362,13,613359,613362,613359,47181.692307692305,CFS,cfs_1
1748,gdm-session-worker,0,11107,11131,96,11107,11131,11107,115.94791666666667,CFS,cfs_1
1113,ModemManager,0,10208,10241,134,10208,10241,10208,76.42537313432835,CFS,cfs_1
1127,cupsd,0,5416,5428,50,5416,5428,5416,108.56,CFS,cfs_1
1128,sshd,0,5288,5293,19,5288,5293,5288,278.57894736842104,CFS,cfs_1
1143,gdm3,0,6762,6777,62,6762,6777,6762,109.30645161290323,CFS,cfs_1
1765,pulseaudio,0,1268,1453,742,1268,1453,1268,1.95822102425876,CFS,cfs_1
443,kworker/R-scsi_,0,22348,22348,1,22348,22348,22348,22348.0,CFS,cfs_1
240,kworker/u286:0-ttm,0,619480,619483,12,619480,619483,619480,51623.583333333336,CFS,cfs_1
239,kworker/u285:0,0,20888,20888,1,20888,20888,20888,20888.0,CFS,cfs_1
236,kworker/u282:0,0,1617,1617,1,1617,1617,1617,1617.0,CFS,cfs_1
413,kworker/R-scsi_,0,20532,20532,1,20532,20532,20532,20532.0,CFS,cfs_1
414,scsi_eh_27,0,20533,20533,1,20533,20533,20533,20533.0,CFS,cfs_1
415,kworker/R-scsi_,0,22990,22990,1,22990,22990,22990,22990.0,CFS,cfs_1
416,scsi_eh_28,0,23019,23019,2,23019,23019,23019,11509.5,CFS,cfs_1
417,kworker/R-scsi_,0,15431,15431,1,15431,15431,15431,15431.0,CFS,cfs_1
418,scsi_eh_29,0,15331,15331,1,15331,15331,15331,15331.0,CFS,cfs_1
419,kworker/R-scsi_,0,20889,20889,1,20889,20889,20889,20889.0,CFS,cfs_1
420,scsi_eh_30,0,23011,23011,2,23011,23011,23011,11505.5,CFS,cfs_1
422,scsi_eh_31,0,23012,23012,1,23012,23012,23012,23012.0,CFS,cfs_1
406,scsi_eh_23,0,23638,23639,3,23638,23639,23638,7879.666666666667,CFS,cfs_1
423,kworker/R-scsi_,0,20532,20532,1,20532,20532,20532,20532.0,CFS,cfs_1
441,scsi_eh_32,0,659,660,2,659,660,659,330.0,FIFO,fifo_1
241,kworker/u287:0-ttm,0,620515,620515,2,620515,620515,620515,310257.5,CFS,cfs_1
452,kworker/u270:28-events_unbound,0,620664,620688,100,620664,620688,620664,6206.88,CFS,cfs_1
456,kworker/u266:2-events_unbound,0,615987,616045,234,615987,616045,615987,2632.67094017094,CFS,cfs_1
459,kworker/13:2-events,0,611566,611572,28,611566,611572,611566,21841.85714285714,CFS,cfs_1
470,kworker/u263:2-events_unbound,0,620528,620628,401,620528,620628,620528,1547.7007481296757,CFS,cfs_1
490,jbd2/sda3-8,0,616416,616557,566,616416,616557,616416,1089.3233215547702,CFS,cfs_1
491,kworker/R-ext4-,0,15428,15428,1,15428,15428,15428,15428.0,CFS,cfs_1
530,systemd-journald,0,7522,8078,2184,7522,8078,7522,3.698717948717949,CFS,cfs_1
558,kworker/14:2-mm_percpu_wq,0,615055,615079,94,615055,615079,615055,6543.393617021276,CFS,cfs_1
560,vmware-vmblock-fuse,0,1107,1113,17,1107,1113,1107,65.47058823529412,CFS,cfs_1
173,irq/35-pciehp,0,660,660,1,660,660,660,660.0,FIFO,fifo_1
407,kworker/R-scsi_,0,20888,20888,1,20888,20888,20888,20888.0,CFS,cfs_1
193,irq/52-pciehp,0,661,661,1,661,661,661,661.0,FIFO,fifo_1
210,kworker/R-mld,0,1788,1788,1,1788,1788,1788,1788.0,CFS,cfs_1
189,irq/48-pciehp,0,661,661,1,661,661,661,661.0,FIFO,fifo_1
174,irq/36-pciehp,0,662,662,1,662,662,662,662.0,FIFO,fifo_1
191,irq/50-pciehp,0,662,662,1,662,662,662,662.0,FIFO,fifo_1
368,scsi_eh_5,0,14888,14889,2,14888,14889,14888,7444.5,CFS,cfs_1
369,kworker/R-scsi_,0,13786,13786,1,13786,13786,13786,13786.0,CFS,cfs_1
212,kworker/R-ipv6_,0,1788,1788,1,1788,1788,1788,1788.0,CFS,cfs_1
371,kworker/R-scsi_,0,22938,22939,2,22938,22939,22938,11469.5,CFS,cfs_1
225,kworker/R-kstrp,0,1697,1697,1,1697,1697,1697,1697.0,CFS,cfs_1
179,irq/41-pciehp,0,663,663,1,663,663,663,663.0,FIFO,fifo_1
180,irq/42-pciehp,0,663,663,1,663,663,663,663.0,FIFO,fifo_1
181,irq/43-pciehp,0,664,664,1,664,664,664,664.0,FIFO,fifo_1
182,irq/44-pciehp,0,664,668,5,664,668,664,133.6,FIFO,fifo_1
183,irq/45-pciehp,0,665,671,7,665,671,665,95.85714285714286,FIFO,fifo_1
184,irq/46-pciehp,0,669,674,6,669,674,669,112.33333333333333,FIFO,fifo_1
185,irq/47-pciehp,0,672,672,1,672,672,672,672.0,FIFO,fifo_1
188,kworker/12:1-cgroup_destroy,0,615099,615115,65,615099,615115,615099,9463.307692307691,CFS,cfs_1
190,irq/49-pciehp,0,673,675,3,673,675,673,225.0,FIFO,fifo_1
209,kworker/7:1-events,0,613333,613342,37,613333,613342,613333,16576.81081081081,CFS,cfs_1
154,watchdogd,0,675,675,1,675,675,675,675.0,FIFO,fifo_1
192,irq/51-pciehp,0,676,676,1,676,676,676,676.0,FIFO,fifo_1
194,irq/53-pciehp,0,676,676,1,676,676,676,676.0,FIFO,fifo_1
195,irq/54-pciehp,0,677,677,1,677,677,677,677.0,FIFO,fifo_1
196,irq/55-pciehp,0,677,677,1,677,677,677,677.0,FIFO,fifo_1
197,kworker/R-acpi_,0,1515,1515,1,1515,1515,1515,1515.0,CFS,cfs_1
198,kworker/u261:1-flush-8:0,0,616070,616127,231,616070,616127,616070,2667.21645021645,CFS,cfs_1
200,scsi_eh_0,0,1788,1789,3,1788,1789,1788,596.3333333333334,CFS,cfs_1
201,kworker/R-scsi_,0,1164,1165,2,1164,1165,1164,582.5,CFS,cfs_1
202,scsi_eh_1,0,5668,5673,18,5668,5673,5668,315.1666666666667,CFS,cfs_1
203,kworker/R-scsi_,0,12024,12024,1,12024,12024,12024,12024.0,CFS,cfs_1
205,kworker/u262:2-events_unbound,0,618615,618634,76,618615,618634,618615,8139.921052631579,CFS,cfs_1
206,kworker/u262:3-events_unbound,0,30498,30533,141,30498,30533,30498,216.54609929078015,CFS,cfs_1
175,irq/37-pciehp,0,678,678,1,678,678,678,678.0,FIFO,fifo_1
238,kworker/u284:0-ttm,0,36258,36258,1,36258,36258,36258,36258.0,CFS,cfs_1
247,kworker/u259:1-events_freezable_power_,0,619151,619156,21,619151,619156,619151,29483.619047619046,CFS,cfs_1
2204,ibus-dconf,0,1778,1788,38,1778,1788,1778,47.05263157894737,CFS,cfs_1
8175,kworker/u270:2-events_unbound,0,620512,620515,10,620512,620515,620512,62051.5,CFS,cfs_1
8752,kworker/u261:2-events_unbound,0,620635,620638,14,620635,620638,620635,44331.28571428572,CFS,cfs_1
9702,kworker/u269:1,0,678,678,1,678,678,678,678.0,FIFO,fifo_1
10813,kworker/0:0-mm_percpu_wq,0,618636,618642,25,618636,618642,618636,24745.68,CFS,cfs_1
10933,kworker/1:2H,0,619199,619199,1,619199,619199,619199,619199.0,CFS,cfs_1
2137,gsd-power,0,11131,11180,197,11131,11180,11131,56.75126903553299,CFS,cfs_1
2138,gsd-print-notifications,0,1975,1989,59,1975,1989,1975,33.71186440677966,CFS,cfs_1
2142,gsd-rfkill,0,1963,1974,46,1963,1974,1963,42.91304347826087,CFS,cfs_1
2146,gsd-screensaver-proxy,0,1204,1213,27,1204,1213,1204,44.925925925925924,CFS,cfs_1
2158,gsd-sharing,0,8198,8229,125,8198,8229,8198,65.832,CFS,cfs_1
2164,evolution-alarm-notify,0,30615,30734,480,30615,30734,30615,64.02916666666667,CFS,cfs_1
2166,gsd-smartcard,0,1213,1231,61,1213,1231,1213,20.18032786885246,CFS,cfs_1
2184,gsd-sound,0,4705,4720,60,4705,4720,4705,78.66666666666667,CFS,cfs_1
2189,vmtoolsd,0,30964,36163,20796,30964,36163,30964,1.7389401808040008,CFS,cfs_1
2117,gsd-a11y-settings,0,1189,1204,44,1189,1204,1189,27.363636363636363,CFS,cfs_1
13167,kworker/15:2,0,679,679,1,679,679,679,679.0,FIFO,fifo_1
2211,gsd-disk-utility-notify,0,12285,12305,84,12285,12305,12285,146.48809523809524,CFS,cfs_1
2212,ibus-extension-gtk3,0,12049,12283,940,12049,12283,12049,13.067021276595744,CFS,cfs_1
2234,ibus-portal,0,12626,12650,95,12626,12650,12626,133.1578947368421,CFS,cfs_1
2262,gsd-printer,0,9053,9070,69,9053,9070,9053,131.44927536231884,CFS,cfs_1
2305,Xwayland,0,23639,23853,858,23639,23853,23639,27.8006993006993,CFS,cfs_1
1756,systemd,0,12787,13225,1753,12787,13225,12787,7.544209925841415,CFS,cfs_1
1757,(sd-pam),0,679,679,1,679,679,679,679.0,FIFO,fifo_1
1763,pipewire,0,1748,1755,29,1748,1755,1748,60.51724137931034,CFS,cfs_1
1764,pipewire-media-session,0,1098,1107,27,1098,1107,1098,41.0,CFS,cfs_1
2054,evolution-addressbook-factory,0,2039,2072,134,2039,2072,2039,15.462686567164178,CFS,cfs_1
2083,gvfsd-trash,0,2022,2038,65,2022,2038,2022,31.353846153846153,CFS,cfs_1
2092,gjs,0,15069,15098,120,15069,15098,15069,125.81666666666666,CFS,cfs_1
1995,gvfs-goa-volume-monitor,0,1617,1638,84,1617,1638,1617,19.5,CFS,cfs_1
6961,kworker/14:0-events,0,620349,620351,12,620349,620351,620349,51695.916666666664,CFS,cfs_1
5833,kworker/0:1-rcu_par_gp,0,618087,618090,11,618087,618090,618087,56190.0,CFS,cfs_1
6475,kworker/11:2H-kblockd,0,616711,616755,176,616711,616755,616711,3504.2897727272725,CFS,cfs_1
2476,xdg-desktop-portal-gtk,0,5429,5476,191,5429,5476,5429,28.670157068062828,CFS,cfs_1
2510,ibus-x11,0,1127,1158,92,1127,1158,1127,12.58695652173913,CFS,cfs_1
2599,kworker/2:2H-kblockd,0,614891,614893,11,614891,614893,614891,55899.36363636364,CFS,cfs_1
2602,update-notifier,0,30735,30810,302,30735,30810,30735,102.01986754966887,CFS,cfs_1
6107,kworker/12:2-events,0,620504,620508,17,620504,620508,620504,36500.470588235294,CFS,cfs_1
6252,kworker/2:0H-kblockd,0,618960,618976,64,618960,618976,618960,9671.5,CFS,cfs_1
6290,kworker/5:1H-kblockd,0,617008,617041,133,617008,617041,617008,4639.4060150375935,CFS,cfs_1
