pid,name,arrival,first_start,completion,execution_time,waiting,turnaround,response,stretch,scheduler,subqueue
949,vmtoolsd,0,14682,19149,17870,14682,19149,14682,1.0715724678231673,CFS,cfs_1
668,kworker/u270:3-events_unbound,0,563756,563818,246,563756,563818,563756,2291.9430894308944,CFS,cfs_1
423,kworker/R-scsi_,0,13462,13462,1,13462,13462,13462,13462.0,CFS,cfs_1
612,irq/16-vmwgfx,0,91,290,200,91,290,91,1.45,FIFO,fifo_1
611,systemd-udevd,0,10709,10865,624,10709,10865,10709,17.411858974358974,CFS,cfs_1
420,scsi_eh_31,0,14681,14682,2,14681,14682,14681,7341.0,CFS,cfs_1
1026,switcheroo-control,0,4831,4839,18,4831,4839,4831,268.8333333333333,CFS,cfs_1
1031,systemd-logind,0,3683,3795,313,3683,3795,3683,12.124600638977636,CFS,cfs_1
1035,udisksd,0,3395,3472,308,3395,3472,3395,11.272727272727273,CFS,cfs_1
1036,wpa_supplicant,0,2194,2365,688,2194,2365,2194,3.4375,CFS,cfs_1
1048,avahi-daemon,0,273,273,1,273,273,273,273.0,FIFO,fifo_1
1110,ModemManager,0,2947,3360,1655,2947,3360,2947,2.0302114803625377,CFS,cfs_1
504,kworker/R-ext4-,0,24630,24630,1,24630,24630,24630,24630.0,CFS,cfs_1
53,migration/6,0,274,541,268,274,541,274,2.0186567164179103,FIFO,fifo_1
419,kworker/R-scsi_,0,12888,12888,1,12888,12888,12888,12888.0,CFS,cfs_1
953,kworker/2:2H-kblockd,0,567634,567635,6,567634,567635,567634,94605.83333333333,CFS,cfs_1
998,acpid,0,2138,2151,55,2138,2151,2138,39.10909090909091,CFS,cfs_1
1179,dbus,0,2402,2403,5,2402,2403,2402,480.6,CFS,cfs_1
1227,cups-browsed,0,5416,5431,63,5416,5431,5416,86.2063492063492,CFS,cfs_1
1243,kerneloops,0,1922,1925,11,1922,1925,1922,175.0,CFS,cfs_1
1254,kerneloops,0,1917,1921,15,1917,1921,1917,128.06666666666666,CFS,cfs_1
1325,rtkit-daemon,0,2077,2082,22,2077,2082,2077,94.63636363636364,CFS,cfs_1
83,migration/11,0,276,550,275,276,550,276,2.0,FIFO,fifo_1
543,systemd-journald,0,6739,7466,2886,6739,7466,6739,2.586971586971587,CFS,cfs_1
577,vmware-vmblock-fuse,0,1926,1931,15,1926,1931,1926,128.73333333333332,CFS,cfs_1
583,kworker/9:2-events,0,573690,573713,94,573690,573713,573690,6103.329787234043,CFS,cfs_1
584,kworker/7:3-events,0,567959,567978,42,567959,567978,567959,13523.285714285714,CFS,cfs_1
594,kworker/u272:2-flush-8:0,0,565289,565784,1980,565289,565784,565289,285.74949494949493,CFS,cfs_1
603,kworker/u261:2-flush-8:0,0,562362,562599,952,562362,562599,562362,590.9653361344538,CFS,cfs_1
503,jbd2/sda3-8,0,573713,574636,3692,573713,574636,573713,155.64355362946912,CFS,cfs_1
421,kworker/R-scsi_,0,14675,14675,1,14675,14675,14675,14675.0,CFS,cfs_1
422,scsi_eh_32,0,14679,14680,7,14679,14680,14679,2097.1428571428573,CFS,cfs_1
4,kworker/R-rcu_g,0,2077,2077,1,2077,2077,2077,2077.0,CFS,cfs_1
190,irq/51-pciehp,0,290,290,1,290,290,290,290.0,FIFO,fifo_1
191,irq/52-pciehp,0,291,293,3,291,293,291,97.66666666666667,FIFO,fifo_1
192,irq/53-pciehp,0,291,291,1,291,291,291,291.0,FIFO,fifo_1
193,irq/54-pciehp,0,292,292,1,292,292,292,292.0,FIFO,fifo_1
194,irq/55-pciehp,0,293,293,1,293,293,293,293.0,FIFO,fifo_1
196,kworker/u258:1-writeback,0,565252,565273,85,565252,565273,565252,6650.270588235294,CFS,cfs_1
198,kworker/R-acpi_,0,1929,1929,1,1929,1929,1929,1929.0,CFS,cfs_1
22,idle_inject/1,0,294,294,1,294,294,294,294.0,FIFO,fifo_1
1803,gnome-keyring-daemon,0,2898,2946,193,2898,2946,2898,15.264248704663212,CFS,cfs_1
3,pool_workqueue_release,0,10106,10106,1,10106,10106,10106,10106.0,CFS,cfs_1
189,irq/50-pciehp,0,294,294,1,294,294,294,294.0,FIFO,fifo_1
5,kworker/R-rcu_p,0,572664,572666,10,572664,572666,572664,57266.6,CFS,cfs_1
6,kworker/R-slub_,0,2083,2083,1,2083,2083,2083,2083.0,CFS,cfs_1
7,kworker/R-netns,0,2108,2108,1,2108,2108,2108,2108.0,CFS,cfs_1
12,kworker/R-mm_pe,0,562610,562610,4,562610,562610,562610,140652.5,CFS,cfs_1
42,ksoftirqd/4,0,566448,566457,37,566448,566457,566448,15309.648648648648,CFS,cfs_1
45,cpuhp/5,0,24473,24473,2,24473,24473,24473,12236.5,CFS,cfs_1
46,idle_inject/5,0,295,295,1,295,295,295,295.0,FIFO,fifo_1
47,migration/5,0,295,565,271,295,565,295,2.084870848708487,FIFO,fifo_1
48,ksoftirqd/5,0,570881,570889,33,570881,570889,570881,17299.666666666668,CFS,cfs_1
172,irq/34-pciehp,0,296,296,1,296,296,296,296.0,FIFO,fifo_1
179,irq/41-pciehp,0,297,297,1,297,297,297,297.0,FIFO,fifo_1
180,irq/42-pciehp,0,298,298,1,298,298,298,298.0,FIFO,fifo_1
181,irq/43-pciehp,0,299,299,1,299,299,299,299.0,FIFO,fifo_1
185,irq/47-pciehp,0,300,300,1,300,300,300,300.0,FIFO,fifo_1
184,irq/46-pciehp,0,301,301,1,301,301,301,301.0,FIFO,fifo_1
168,irq/30-pciehp,0,302,302,1,302,302,302,302.0,FIFO,fifo_1
169,irq/31-pciehp,0,303,309,7,303,309,303,44.142857142857146,FIFO,fifo_1
170,irq/32-pciehp,0,310,310,1,310,310,310,310.0,FIFO,fifo_1
171,irq/33-pciehp,0,311,311,1,311,311,311,311.0,FIFO,fifo_1
27,cpuhp/2,0,14682,14682,1,14682,14682,14682,14682.0,CFS,cfs_1
173,irq/35-pciehp,0,312,312,1,312,312,312,312.0,FIFO,fifo_1
204,scsi_eh_0,0,6604,6607,11,6604,6607,6604,600.6363636363636,CFS,cfs_1
205,kworker/R-scsi_,0,9615,9615,1,9615,9615,9615,9615.0,CFS,cfs_1
206,scsi_eh_1,0,313,326,14,313,326,313,23.285714285714285,FIFO,fifo_1
207,kworker/R-scsi_,0,6739,6739,1,6739,6739,6739,6739.0,CFS,cfs_1
211,kworker/u271:1-events_freezable_power_,0,571658,571866,836,571658,571866,571658,684.0502392344498,CFS,cfs_1
212,kworker/u259:1-events_unbound,0,567988,568161,690,567988,568161,567988,823.4217391304347,CFS,cfs_1
187,kworker/u260:1-flush-8:0,0,562614,563013,1599,562614,563013,562614,352.1031894934334,CFS,cfs_1
186,irq/48-pciehp,0,327,327,1,327,327,327,327.0,FIFO,fifo_1
93,cpuhp/13,0,19150,19150,2,19150,19150,19150,9575.0,CFS,cfs_1
102,ksoftirqd/14,0,571926,571939,53,571926,571939,571926,10791.301886792453,CFS,cfs_1
105,cpuhp/15,0,19152,19153,3,19152,19153,19152,6384.333333333333,CFS,cfs_1
82,idle_inject/11,0,328,328,1,328,328,328,328.0,FIFO,fifo_1
81,cpuhp/11,0,19150,19150,2,19150,19150,19150,9575.0,CFS,cfs_1
78,ksoftirqd/10,0,566785,566795,39,566785,566795,566785,14533.205128205129,CFS,cfs_1
77,migration/10,0,329,601,273,329,601,329,2.2014652014652016,FIFO,fifo_1
88,idle_inject/12,0,542,542,1,542,542,542,542.0,FIFO,fifo_1
89,migration/12,0,543,821,279,543,821,543,2.942652329749104,FIFO,fifo_1
90,ksoftirqd/12,0,574636,574646,39,574636,574646,574636,14734.51282051282,CFS,cfs_1
101,migration/14,0,551,824,274,551,824,551,3.0072992700729926,FIFO,fifo_1
94,idle_inject/13,0,566,566,1,566,566,566,566.0,FIFO,fifo_1
95,migration/13,0,567,831,265,567,831,567,3.1358490566037736,FIFO,fifo_1
96,ksoftirqd/13,0,570919,570927,31,570919,570927,570919,18417.0,CFS,cfs_1
99,cpuhp/14,0,19151,19151,1,19151,19151,19151,19151.0,CFS,cfs_1
21,cpuhp/1,0,24474,24476,9,24474,24476,24474,2719.5555555555557,CFS,cfs_1
14,rcu_tasks_rude_kthread,0,602,602,1,602,602,602,602.0,FIFO,fifo_1
107,migration/15,0,603,876,274,603,876,603,3.197080291970803,FIFO,fifo_1
52,idle_inject/6,0,822,822,1,822,822,822,822.0,FIFO,fifo_1
54,ksoftirqd/6,0,575049,575057,33,575049,575057,575049,17425.969696969696,CFS,cfs_1
41,migration/4,0,823,1089,267,823,1089,823,4.078651685393258,FIFO,fifo_1
24,ksoftirqd/1,0,568166,568180,59,568166,568180,568166,9630.169491525423,CFS,cfs_1
23,migration/1,0,825,1085,261,825,1085,825,4.157088122605364,FIFO,fifo_1
30,ksoftirqd/2,0,572688,572698,40,572688,572698,572688,14317.45,CFS,cfs_1
33,cpuhp/3,0,19153,19153,1,19153,19153,19153,19153.0,CFS,cfs_1
34,idle_inject/3,0,832,832,1,832,832,832,832.0,FIFO,fifo_1
35,migration/3,0,833,1107,275,833,1107,833,4.025454545454545,FIFO,fifo_1
36,ksoftirqd/3,0,566429,566437,32,566429,566437,566429,17701.15625,CFS,cfs_1
39,cpuhp/4,0,24473,24474,2,24473,24474,24473,12237.0,CFS,cfs_1
40,idle_inject/4,0,877,877,1,877,877,877,877.0,FIFO,fifo_1
1020,rsyslogd,0,3707,3774,135,3707,3774,3707,27.955555555555556,CFS,cfs_1
182,irq/44-pciehp,0,878,878,1,878,878,878,878.0,FIFO,fifo_1
183,irq/45-pciehp,0,879,879,1,879,879,879,879.0,FIFO,fifo_1
176,irq/38-pciehp,0,880,880,1,880,880,880,880.0,FIFO,fifo_1
214,kworker/R-mld,0,2077,2077,1,2077,2077,2077,2077.0,CFS,cfs_1
108,ksoftirqd/15,0,566464,566471,31,566464,566471,566464,18273.25806451613,CFS,cfs_1
106,idle_inject/15,0,881,881,1,881,881,881,881.0,FIFO,fifo_1
28,idle_inject/2,0,882,882,1,882,882,882,882.0,FIFO,fifo_1
29,migration/2,0,883,1154,272,883,1154,883,4.242647058823529,FIFO,fifo_1
100,idle_inject/14,0,1086,1086,1,1086,1086,1086,1086.0,FIFO,fifo_1
2054,gvfs-mtp-volume-monitor,0,5145,5188,173,5145,5188,5145,29.98843930635838,CFS,cfs_1
391,kworker/R-scsi_,0,14681,14681,1,14681,14681,14681,14681.0,CFS,cfs_1
3924,real.sh,0,30717,30992,1103,30717,30992,30717,28.097914777878515,CFS,cfs_1
2127,sh,0,1087,1087,1,1087,1087,1087,1087.0,FIFO,fifo_1
2135,gsd-a11y-settings,0,2375,2384,40,2375,2384,2375,59.6,CFS,cfs_1
2139,ibus-daemon,0,9887,10106,878,9887,10106,9887,11.510250569476081,CFS,cfs_1
2149,gsd-color,0,5195,5282,349,5195,5282,5195,15.134670487106018,CFS,cfs_1
2026,gvfs-goa-volume-monitor,0,5520,5596,306,5520,5596,5520,18.287581699346404,CFS,cfs_1
2023,goa-daemon,0,14477,14673,784,14477,14673,14477,18.715561224489797,CFS,cfs_1
2018,gvfs-udisks2-volume-monitor,0,6045,6153,434,6045,6153,6045,14.17741935483871,CFS,cfs_1
2047,goa-identity-service,0,6642,6739,388,6642,6739,6642,17.36855670103093,CFS,cfs_1
390,scsi_eh_16,0,12899,12901,8,12899,12901,12899,1612.625,CFS,cfs_1
2060,gvfs-gphoto2-volume-monitor,0,6200,6247,188,6200,6247,6200,33.22872340425532,CFS,cfs_1
2066,gvfs-afc-volume-monitor,0,4960,5086,508,4960,5086,4960,10.011811023622048,CFS,cfs_1
2079,evolution-addressbook-factory,0,2097,2108,45,2097,2108,2097,46.84444444444444,CFS,cfs_1
2098,gvfsd-trash,0,6584,6604,83,6584,6604,6584,79.56626506024097,CFS,cfs_1
2111,at-spi2-registryd,0,24789,24794,21,24789,24794,24789,1180.6666666666667,CFS,cfs_1
2112,gjs,0,9519,9545,105,9519,9545,9519,90.9047619047619,CFS,cfs_1
3948,real.sh,0,40398,40687,1157,40398,40687,40398,35.165946413137426,CFS,cfs_1
3953,real.sh,0,39793,40119,1067,39793,40119,39793,37.599812558575444,CFS,cfs_1
3941,real.sh,0,31512,31793,1039,31512,31793,31512,30.59961501443696,CFS,cfs_1
393,kworker/R-scsi_,0,13256,13256,1,13256,13256,13256,13256.0,CFS,cfs_1
259,kworker/R-charg,0,2152,2154,7,2152,2154,2152,307.7142857142857,CFS,cfs_1
315,kworker/11:1H-kblockd,0,570874,570875,4,570874,570875,570874,142718.75,CFS,cfs_1
317,kworker/12:1H-kblockd,0,572294,572298,15,572294,572298,572294,38153.2,CFS,cfs_1
346,kworker/u272:1-flush-8:0,0,561835,561862,106,561835,561862,561835,5300.584905660377,CFS,cfs_1
347,kworker/u256:1-ext4-rsv-conversion,0,566205,566368,656,566205,566368,566205,863.3658536585366,CFS,cfs_1
243,kworker/u287:0-ttm,0,567619,567620,6,567619,567620,567619,94603.33333333333,CFS,cfs_1
378,kworker/R-scsi_,0,13461,13461,1,13461,13461,13461,13461.0,CFS,cfs_1
361,scsi_eh_2,0,1088,1088,1,1088,1088,1088,1088.0,FIFO,fifo_1
392,scsi_eh_17,0,1089,1089,1,1089,1089,1089,1089.0,FIFO,fifo_1
3344,kworker/u267:0-events_power_efficient,0,42227,42236,36,42227,42236,42227,1173.2222222222222,CFS,cfs_1
394,scsi_eh_18,0,1090,1090,1,1090,1090,1090,1090.0,FIFO,fifo_1
395,kworker/R-scsi_,0,13462,13462,1,13462,13462,13462,13462.0,CFS,cfs_1
389,kworker/R-scsi_,0,13458,13458,1,13458,13458,13458,13458.0,CFS,cfs_1
384,scsi_eh_13,0,12898,12899,4,12898,12899,12898,3224.75,CFS,cfs_1
385,kworker/R-scsi_,0,11910,11910,1,11910,11910,11910,11910.0,CFS,cfs_1
386,scsi_eh_14,0,10672,10674,9,10672,10674,10672,1186.0,CFS,cfs_1
387,kworker/R-scsi_,0,11916,11916,1,11916,11916,11916,11916.0,CFS,cfs_1
388,scsi_eh_15,0,14677,14679,6,14677,14679,14677,2446.5,CFS,cfs_1
381,scsi_eh_12,0,12903,12905,9,12903,12905,12903,1433.888888888889,CFS,cfs_1
3659,kworker/4:0,0,563755,563756,5,563755,563756,563755,112751.2,CFS,cfs_1
4508,kworker/3:2-events,0,566437,566443,22,566437,566443,566437,25747.409090909092,CFS,cfs_1
6511,gvfsd-dnssd,0,5955,5961,25,5955,5961,5955,238.44,CFS,cfs_1
1,systemd,0,10221,10672,1805,10221,10672,10221,5.9124653739612185,CFS,cfs_1
3937,real.sh,0,33456,33732,1105,33456,33732,33456,30.526696832579187,CFS,cfs_1
3955,real.sh,0,35934,36209,1102,35934,36209,35934,32.85753176043557,CFS,cfs_1
2113,snapd-desktop-integration,0,5283,5399,466,5283,5399,5283,11.585836909871245,CFS,cfs_1
3564,kworker/14:1H-kblockd,0,566625,566634,39,566625,566634,566625,14529.076923076924,CFS,cfs_1
3580,kworker/u261:3-events_unbound,0,563829,565233,5618,563829,565233,563829,100.61107155571378,CFS,cfs_1
3619,kworker/12:1-rcu_par_gp,0,571892,571903,46,571892,571903,571892,12432.673913043478,CFS,cfs_1
4507,kworker/6:1-mm_percpu_wq,0,575065,575091,106,575065,575091,575065,5425.38679245283,CFS,cfs_1
3703,kworker/1:2-rcu_par_gp,0,43407,43407,4,43407,43407,43407,10851.75,CFS,cfs_1
3717,kworker/3:1-cgroup_destroy,0,565233,565252,76,565233,565252,565233,7437.526315789473,CFS,cfs_1
3726,kworker/15:3-events,0,561862,561870,34,561862,561870,561862,16525.58823529412,CFS,cfs_1
3744,kworker/u267:2-flush-8:0,0,566797,567592,3184,566797,567592,566797,178.26381909547737,CFS,cfs_1
3754,kworker/u274:1-ttm,0,563823,563823,2,563823,563823,563823,281911.5,CFS,cfs_1
3755,kworker/u274:2-ttm,0,563824,563825,7,563824,563825,563824,80546.42857142857,CFS,cfs_1
3781,kworker/u282:0-ttm,0,566637,566637,3,566637,566637,566637,188879.0,CFS,cfs_1
3800,kworker/u265:1-flush-8:0,0,572663,572664,2,572663,572664,572663,286332.0,CFS,cfs_1
3822,gvfsd-network,0,5949,5955,26,5949,5955,5949,229.03846153846155,CFS,cfs_1
3945,real.sh,0,30993,31264,1086,30993,31264,30993,28.788213627992633,CFS,cfs_1
2913,update-notifier,0,24479,24627,592,24479,24627,24479,41.59966216216216,CFS,cfs_1
2912,kworker/13:2H-kblockd,0,565796,565805,37,565796,565805,565796,15292.027027027027,CFS,cfs_1
2029,gvfsd-metadata,0,5108,5124,63,5108,5124,5108,81.33333333333333,CFS,cfs_1
2037,evolution-calendar-factory,0,7709,7860,606,7709,7860,7709,12.970297029702971,CFS,cfs_1
3882,real.sh,0,30440,30717,1107,30440,30717,30440,27.747967479674795,CFS,cfs_1
3365,kworker/15:0H-kblockd,0,562600,562609,39,562600,562609,562600,14425.871794871795,CFS,cfs_1
3939,real.sh,0,35661,35934,1092,35661,35934,35661,32.90659340659341,CFS,cfs_1
3943,real.sh,0,31793,32108,1099,31793,32108,31793,29.21565059144677,CFS,cfs_1
3944,real.sh,0,31264,31555,1078,31264,31555,31264,29.271799628942485,CFS,cfs_1
406,scsi_eh_24,0,12901,12901,1,12901,12901,12901,12901.0,CFS,cfs_1
3946,real.sh,0,37323,37620,1192,37323,37620,37323,31.56040268456376,CFS,cfs_1
3947,real.sh,0,38727,39008,1125,38727,39008,38727,34.67377777777778,CFS,cfs_1
3965,real.sh,0,40120,40398,1114,40120,40398,40120,36.263913824057454,CFS,cfs_1
3967,real.sh,0,36209,36506,1187,36209,36506,36209,30.754844144903117,CFS,cfs_1
3969,real.sh,0,32623,32901,1114,32623,32901,32623,29.53411131059246,CFS,cfs_1
3971,real.sh,0,39297,39574,1110,39297,39574,39297,35.652252252252254,CFS,cfs_1
3972,real.sh,0,29903,30164,1046,29903,30164,29903,28.837476099426386,CFS,cfs_1
3975,real.sh,0,33732,33998,1063,33732,33998,33732,31.983066792097837,CFS,cfs_1
3976,real.sh,0,34772,35086,1068,34772,35086,34772,32.852059925093634,CFS,cfs_1
242,kworker/u286:0-ttm,0,567641,567641,1,567641,567641,567641,567641.0,CFS,cfs_1
1520,upowerd,0,2122,2138,65,2122,2138,2122,32.89230769230769,CFS,cfs_1
1529,packagekitd,0,2403,2438,140,2403,2438,2403,17.414285714285715,CFS,cfs_1
1700,colord,0,2385,2401,66,2385,2401,2385,36.378787878787875,CFS,cfs_1
1769,gdm-session-worker,0,2083,2097,56,2083,2097,2083,37.44642857142857,CFS,cfs_1
1779,systemd,0,8244,8792,2193,8244,8792,8244,4.009119927040584,CFS,cfs_1
232,kworker/u276:0-ttm,0,24479,24479,1,24479,24479,24479,24479.0,CFS,cfs_1
234,kworker/u278:0-ttm,0,563827,563829,6,563827,563829,563827,93971.5,CFS,cfs_1
237,kworker/u281:0-ttm,0,571876,571876,1,571876,571876,571876,571876.0,CFS,cfs_1
240,kworker/u284:0-ttm,0,43410,43412,10,43410,43412,43410,4341.2,CFS,cfs_1
377,scsi_eh_10,0,12785,12787,9,12785,12787,12785,1420.7777777777778,CFS,cfs_1
1482,kworker/u277:1-ttm,0,563487,563487,1,563487,563487,563487,563487.0,CFS,cfs_1
244,kworker/u288:0-ttm,0,42251,42251,3,42251,42251,42251,14083.666666666666,CFS,cfs_1
245,kworker/u289:0-ttm,0,563487,563487,1,563487,563487,563487,563487.0,CFS,cfs_1
376,kworker/R-scsi_,0,11916,11916,1,11916,11916,11916,11916.0,CFS,cfs_1
360,kworker/u267:1-flush-8:0,0,566669,566780,445,566669,566780,566669,1273.6629213483145,CFS,cfs_1
359,kworker/R-mpt/0,0,12903,12903,1,12903,12903,12903,12903.0,CFS,cfs_1
358,kworker/R-mpt_p,0,12780,12780,1,12780,12780,12780,12780.0,CFS,cfs_1
348,kworker/13:2-mm_percpu_wq,0,570889,570919,120,570889,570919,570889,4757.658333333334,CFS,cfs_1
417,kworker/R-scsi_,0,11916,11916,1,11916,11916,11916,11916.0,CFS,cfs_1
227,kworker/R-kstrp,0,2946,2946,1,2946,2946,2946,2946.0,CFS,cfs_1
1780,(sd-pam),0,1090,1091,2,1090,1091,1090,545.5,FIFO,fifo_1
418,scsi_eh_30,0,12013,12013,2,12013,12013,12013,6006.5,CFS,cfs_1
1003,dbus-daemon,0,6260,6377,470,6260,6377,6260,13.568085106382979,CFS,cfs_1
1005,NetworkManager,0,8792,8957,661,8792,8957,8792,13.550680786686838,CFS,cfs_1
1011,irqbalance,0,2172,2193,87,2172,2193,2172,25.20689655172414,CFS,cfs_1
1013,networkd-dispat,0,6433,6483,202,6433,6483,6433,32.09405940594059,CFS,cfs_1
1016,polkitd,0,7500,7709,836,7500,7709,7500,9.221291866028707,CFS,cfs_1
997,accounts-daemon,0,6607,6642,139,6607,6642,6607,47.78417266187051,CFS,cfs_1
1018,power-profiles-daemon,0,2112,2121,37,2112,2121,2112,57.32432432432432,CFS,cfs_1
1023,snapd,0,10881,11720,3356,10881,11720,10881,3.492252681764005,CFS,cfs_1
229,kworker/u273:0,0,2401,2401,2,2401,2401,2401,1200.5,CFS,cfs_1
1786,pipewire,0,1900,1916,50,1900,1916,1900,38.32,CFS,cfs_1
1165,gdm3,0,2366,2374,36,2366,2374,2366,65.94444444444444,CFS,cfs_1
1149,sshd,0,5140,5145,20,5140,5145,5140,257.25,CFS,cfs_1
1122,unattended-upgr,0,2481,2898,1669,2481,2898,2481,1.7363690832834033,CFS,cfs_1
1117,cupsd,0,3948,4360,1648,3948,4360,3948,2.645631067961165,CFS,cfs_1
1001,avahi-daemon,0,5596,5846,1000,5596,5846,5596,5.846,CFS,cfs_1
1002,cron,0,2168,2171,16,2168,2171,2168,135.6875,CFS,cfs_1
1478,kworker/u275:2-ttm,0,42257,42257,1,42257,42257,42257,42257.0,CFS,cfs_1
1479,kworker/u278:1-ttm,0,563825,563827,8,563825,563827,563825,70478.375,CFS,cfs_1
412,scsi_eh_27,0,12704,12704,1,12704,12704,12704,12704.0,CFS,cfs_1
396,scsi_eh_19,0,1091,1091,1,1091,1091,1091,1091.0,FIFO,fifo_1
397,kworker/R-scsi_,0,12888,12888,1,12888,12888,12888,12888.0,CFS,cfs_1
382,kworker/R-scsi_,0,12827,12827,1,12827,12827,12827,12827.0,CFS,cfs_1
383,kworker/u271:2-flush-8:0,0,566641,566664,95,566641,566664,566641,5964.884210526316,CFS,cfs_1
399,kworker/R-scsi_,0,12784,12784,1,12784,12784,12784,12784.0,CFS,cfs_1
407,kworker/R-scsi_,0,12784,12784,1,12784,12784,12784,12784.0,CFS,cfs_1
409,kworker/R-scsi_,0,14675,14675,1,14675,14675,14675,14675.0,CFS,cfs_1
410,scsi_eh_26,0,10674,10674,1,10674,10674,10674,10674.0,CFS,cfs_1
411,kworker/R-scsi_,0,12903,12903,1,12903,12903,12903,12903.0,CFS,cfs_1
415,kworker/R-scsi_,0,10686,10686,1,10686,10686,10686,10686.0,CFS,cfs_1
413,kworker/R-scsi_,0,14681,14681,1,14681,14681,14681,14681.0,CFS,cfs_1
